id,signup_method,gender,age,language,affiliate_channel,affiliate_provider,signup_app,first_device_type,first_browser,booking,treatment,total_actions,unique_actions,total_secs_elapsed,avg_secs_per_action
h6zr3yn3ye,facebook,MALE,34.0,en,api,other,iOS,Mac Desktop,Chrome,0,1,106,11,1564541.0,14900.390476190476
20u2n2xxg2,basic,FEMALE,33.0,en,seo,google,Web,Mac Desktop,Chrome,1,0,83,19,1331351.0,15480.82558139535
f0y76xzpfh,basic,FEMALE,67.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,1,1,213.0,213.0
bmba3lnm5z,basic,MALE,24.0,en,seo,facebook,Web,Mac Desktop,Chrome,0,0,92,22,1156020.0,12703.516483516483
ibbcfi12sr,basic,MALE,35.0,en,direct,direct,Moweb,Android Phone,Chrome Mobile,1,0,43,25,1493089.0,35549.73809523809
s2iirwa48n,basic,MALE,23.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,50,13,842184.0,17187.428571428572
43w4a82itn,basic,FEMALE,52.0,en,seo,google,Web,Windows Desktop,Chrome,1,0,104,18,8531698.0,82035.55769230769
403oo9fpqs,basic,FEMALE,26.0,en,direct,direct,Moweb,iPhone,Mobile Safari,0,0,25,10,601917.0,25079.875
oy7edb4adj,basic,MALE,32.0,en,seo,facebook,Web,Windows Desktop,Chrome,0,0,42,11,1841532.0,44915.41463414634
xdlmrhcgz6,basic,FEMALE,33.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,75,10,2034817.0,27497.527027027027
ic444es2y4,basic,FEMALE,58.0,en,seo,google,Web,Windows Desktop,Chrome,0,0,38,14,3068716.0,82938.27027027027
s5zh3igedb,basic,FEMALE,63.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,446,41,6342128.0,14251.973033707864
1xqf5imyi0,facebook,FEMALE,28.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,75,12,564682.0,7630.837837837837
js2blbktdf,basic,MALE,31.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,2,2,411.0,411.0
bipx7ronch,basic,FEMALE,24.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,32,13,175707.0,5667.967741935484
i8airrthn1,facebook,MALE,28.0,en,api,other,Moweb,iPhone,Mobile Safari,1,0,40,12,2980427.0,70962.54761904762
x13zwhpy41,facebook,FEMALE,25.0,en,api,other,iOS,Mac Desktop,Chrome,1,1,2,2,107.0,107.0
9034yv51zx,basic,FEMALE,24.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,210,12,1311990.0,6277.464114832536
ss6n4seygd,facebook,FEMALE,32.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,6,5,172621.0,34524.2
t6tuk5o3ts,basic,FEMALE,27.0,en,sem-non-brand,vast,Web,Windows Desktop,Chrome,1,0,38,18,2561876.0,65689.1282051282
lgkz59s3qf,basic,MALE,68.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,67,29,1477378.0,22384.515151515152
6hxw2eryv2,facebook,MALE,62.0,en,api,other,Android,Other/Unknown,-unknown-,0,0,67,20,1976926.0,29506.358208955226
72gsmkt35y,basic,FEMALE,36.0,en,direct,direct,Web,iPad,Mobile Safari,0,0,4,4,2714.0,904.6666666666666
abo6dbwv5n,facebook,FEMALE,35.0,en,direct,direct,Web,Desktop (Other),Silk,0,0,86,11,2769496.0,32582.305882352943
wk1y3h8a3r,basic,FEMALE,56.0,en,sem-brand,google,Web,Mac Desktop,Firefox,0,0,291,13,1720186.0,5911.292096219931
unwejqou3h,facebook,FEMALE,25.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,33,13,2243000.0,65970.58823529411
y742fhqb5m,facebook,FEMALE,33.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,12,11,1443348.0,120279.0
tx0flvni8t,basic,FEMALE,26.0,en,direct,direct,iOS,iPhone,-unknown-,1,1,9,4,781970.0,97746.25
9qzpmxzis9,facebook,FEMALE,51.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,27,17,1544849.0,57216.62962962963
mwfqayetiz,basic,MALE,27.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,30,15,782837.0,25252.8064516129
kylfxumimh,basic,FEMALE,27.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,39,14,873627.0,22400.69230769231
b9ps9ne7r3,facebook,FEMALE,35.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,0,0,208,12,2763211.0,13348.84541062802
nn8dgep65y,facebook,FEMALE,23.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,31,15,533799.0,17219.322580645163
8qvk92py4h,basic,MALE,32.0,en,direct,direct,iOS,Windows Desktop,IE,0,1,107,13,1566134.0,14636.766355140187
k5uspm04y7,facebook,FEMALE,25.0,en,sem-non-brand,google,Web,Mac Desktop,Chrome,0,0,115,12,465790.0,4085.877192982456
0fs8zmuud5,facebook,MALE,45.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,14,10,296499.0,22807.615384615383
t0bxs436cf,basic,FEMALE,60.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,117,16,1988789.0,16998.196581196582
bsnjkb3lqz,facebook,FEMALE,21.0,es,content,google,Web,Windows Desktop,Chrome,0,0,2,2,667.0,667.0
lgjvm8a4xf,basic,FEMALE,29.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,123,9,1781278.0,14600.639344262296
vovl6j4fbn,basic,MALE,22.0,en,seo,google,Web,Windows Desktop,Chrome,0,0,31,14,1306233.0,43541.1
8jtb2wlws1,facebook,MALE,27.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,113,17,1186341.0,10592.330357142857
7n6smcr34n,facebook,MALE,63.0,en,api,other,iOS,iPhone,-unknown-,1,1,128,10,709266.0,5584.771653543307
h77f4atwsy,basic,MALE,46.0,en,direct,direct,Web,iPhone,Mobile Safari,1,0,41,17,2718338.0,64722.333333333336
rrzlgkl9tm,facebook,MALE,30.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,40,13,198824.0,5098.051282051282
rix2hbx3s7,facebook,FEMALE,24.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,0,0,133,16,744044.0,5594.315789473684
uaoa1d6uz1,basic,MALE,30.0,en,direct,direct,Web,Windows Desktop,IE,0,0,13,5,1125013.0,93751.08333333331
5x5r5kg98j,basic,MALE,43.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,300,34,5528497.0,18428.323333333337
qyv63vqd15,facebook,FEMALE,36.0,en,direct,direct,Web,Desktop (Other),Chrome,1,0,10,5,169867.0,18874.11111111111
0yoer6qnwc,facebook,FEMALE,30.0,en,other,other,Web,Windows Desktop,Chrome,0,0,5,4,27622.0,4603.666666666667
z6qzhoje01,basic,MALE,29.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,50,17,1182223.0,24127.0
8uorkb075i,facebook,MALE,37.0,zh,content,google,Web,Windows Desktop,IE,0,0,3,3,41304.0,20652.0
qfqpr9cxkv,basic,MALE,33.0,en,direct,direct,iOS,iPhone,Mobile Safari,1,1,371,30,6462000.0,17050.131926121372
slpq4puhca,facebook,FEMALE,26.0,en,api,other,iOS,Mac Desktop,Safari,0,1,2,2,128766.0,64383.0
ohfyyiwkox,basic,FEMALE,23.0,en,direct,direct,Moweb,iPhone,Mobile Safari,1,0,86,12,3009314.0,33812.51685393258
6vutw08kvc,basic,FEMALE,31.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,391,31,5275832.0,13458.755102040815
g6q979vkyr,facebook,MALE,32.0,en,api,other,iOS,Windows Desktop,Chrome,0,1,2,2,229.0,229.0
e7kgo6m6xu,basic,MALE,36.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,83,25,3700004.0,44047.666666666664
zhnfcfuooh,basic,FEMALE,23.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,12,8,589335.0,49111.25
t2m6496t2z,basic,MALE,38.0,en,direct,direct,iOS,Mac Desktop,Safari,1,1,19,14,407377.0,22632.055555555555
ygguu59cx5,facebook,FEMALE,28.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,14,10,459207.0,32800.5
bc6xzs22lo,facebook,FEMALE,27.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,11,8,77239.0,7723.9
c9ng9u7y4o,facebook,MALE,35.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,82,17,1300591.0,15669.77108433735
1re9stifqb,facebook,MALE,29.0,en,seo,google,Web,Windows Desktop,Chrome,1,0,75,26,2792430.0,37232.4
pj20gaajoc,facebook,FEMALE,42.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,197,17,4820606.0,24594.928571428572
753xr00udz,basic,MALE,34.0,en,api,other,Android,Other/Unknown,-unknown-,0,0,24,10,239235.0,10401.521739130434
hcqrbhdnu1,basic,MALE,34.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,27,18,1264873.0,46847.148148148146
ao97rx2dk5,facebook,FEMALE,37.0,en,seo,google,Web,iPad,Mobile Safari,0,0,28,9,223582.0,8280.814814814816
v3wjbg29bm,basic,MALE,23.0,en,seo,facebook,Web,Mac Desktop,Safari,0,0,2,2,2982.0,2982.0
0b0b7qtpjn,facebook,MALE,38.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,73,10,575203.0,7988.930555555556
ny8ut1rylx,basic,MALE,32.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,124,20,1594436.0,12755.488
n2mte9le80,facebook,MALE,46.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,126,11,568753.0,4550.024
x1xs66kbci,facebook,MALE,30.0,en,sem-brand,google,Web,Windows Desktop,Chrome,1,0,3,3,349.0,174.5
x0pihfp8jv,facebook,MALE,25.0,en,api,other,iOS,Windows Desktop,Firefox,0,1,2,2,417.0,417.0
p4rayg7oj7,basic,FEMALE,26.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,21,11,1261245.0,63062.25
pal06g81lp,basic,MALE,36.0,en,seo,google,Web,Windows Desktop,Chrome,0,0,67,9,3574435.0,54158.106060606064
fzm5linos4,basic,MALE,50.0,en,direct,direct,Android,Other/Unknown,-unknown-,0,0,15,9,425696.0,30406.85714285714
c58w38zy04,facebook,MALE,26.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,16,11,506666.0,31666.625
tgz3c0zk11,basic,MALE,25.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,35,15,1974910.0,58085.58823529412
rgi9hxv0e9,basic,MALE,60.0,en,sem-non-brand,vast,Web,Mac Desktop,Safari,1,0,85,15,871129.0,10370.583333333334
zbb466bogs,basic,MALE,47.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,57,26,3758181.0,67110.375
xpoixptc1c,facebook,MALE,21.0,en,direct,direct,Web,Desktop (Other),Chrome,1,0,143,35,2983818.0,20025.624161073825
p1rqn5zqqi,basic,FEMALE,18.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,55,11,1114090.0,20631.296296296296
da6crg7ru0,facebook,MALE,74.0,de,direct,direct,Web,Windows Desktop,Chrome,1,0,15,11,314373.0,20958.2
oi9iba73fg,basic,FEMALE,27.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,8,8,82480.0,10310.0
wchnr7vf6d,facebook,MALE,33.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,36,12,1278943.0,36541.22857142857
ubsdgbxqr0,facebook,MALE,35.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,30,13,490667.0,16919.55172413793
nedrsrlqwt,basic,FEMALE,23.0,en,seo,google,Web,Windows Desktop,Firefox,1,0,65,12,2468831.0,35780.159420289856
03fu4odod3,basic,FEMALE,38.0,en,direct,direct,Web,Windows Desktop,IE,1,0,160,21,1600842.0,10068.188679245282
4d80dx56jw,basic,MALE,34.0,en,sem-brand,google,Web,Mac Desktop,Chrome,1,0,21,13,281060.0,14053.0
498rn8fgvq,facebook,FEMALE,28.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,2,2,473.0,473.0
jzhdlmw62f,facebook,MALE,41.0,en,direct,direct,Web,Android Tablet,IE,1,0,4,4,45701.0,11425.25
zcc0kuok24,basic,FEMALE,27.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,15,11,685237.0,48945.5
2twfg5clh2,facebook,MALE,43.0,en,api,other,iOS,iPhone,-unknown-,0,1,2,2,445.0,445.0
af9xkgsyow,facebook,MALE,30.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,18,14,909002.0,53470.705882352944
bywdw59qa9,basic,FEMALE,31.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,211,24,6983427.0,33254.41428571429
pgzo5vz073,facebook,FEMALE,31.0,en,api,other,iOS,Mac Desktop,Safari,0,1,2,2,366.0,366.0
qimqeuqo0b,facebook,MALE,36.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,32,11,167817.0,5413.451612903225
26yv0787w7,facebook,MALE,22.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,29,13,2407869.0,83029.96551724138
ajpo5riaku,facebook,MALE,31.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,19,13,727920.0,36396.0
hxonnilkiz,basic,MALE,37.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,180,27,3301310.0,18340.61111111111
e5an2cetfh,basic,MALE,35.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,43,20,3019560.0,70222.32558139534
vmr8rorinu,basic,FEMALE,37.0,en,sem-brand,google,Web,Windows Desktop,IE,1,0,38,17,5287556.0,135578.35897435897
ac86hlyfuh,facebook,MALE,41.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,7,6,1625256.0,270876.0
5venk5a1ou,basic,FEMALE,27.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,10,8,83840.0,9315.555555555557
b429z4ethy,basic,FEMALE,41.0,en,direct,direct,Web,Windows Desktop,IE,0,0,18,9,214614.0,12624.35294117647
isxi87qk14,facebook,FEMALE,25.0,en,api,other,iOS,Mac Desktop,Safari,1,1,2,2,127205.0,63602.5
1brqmvy9d8,facebook,FEMALE,42.0,en,sem-non-brand,google,Web,Mac Desktop,Firefox,0,0,221,20,1733101.0,7842.085972850678
twd9s2yi3g,facebook,MALE,72.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,62,9,397162.0,6510.852459016393
ormvwv9b0i,basic,FEMALE,23.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,2,2,27441.0,13720.5
ohbfs3fl9k,basic,MALE,42.0,en,direct,direct,Web,Android Tablet,IE,1,0,35,21,2869078.0,77542.64864864865
0jbjdn8qp9,facebook,MALE,40.0,en,api,other,iOS,iPhone,-unknown-,0,1,2,2,200.0,200.0
wafyhpjo2a,facebook,FEMALE,25.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,571,26,7469401.0,13058.393356643355
jbf46atkia,basic,MALE,32.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,33,22,1155315.0,36103.59375
926qwh5n30,facebook,FEMALE,47.0,en,content,google,Web,Windows Desktop,Firefox,0,0,21,9,283442.0,14172.1
vipshqzc4u,basic,MALE,40.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,2,2,2278.0,2278.0
ilw8hsj916,facebook,FEMALE,53.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,8,8,115467.0,16495.285714285714
kmphbi9nfz,facebook,MALE,35.0,es,direct,direct,Web,Mac Desktop,Firefox,0,0,10,8,86531.0,9614.555555555557
zlq8urq6dz,basic,FEMALE,36.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,56,13,975439.0,17418.553571428572
rkst4klt43,facebook,FEMALE,60.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,2,2,4526.0,4526.0
z7y7wykl2d,basic,FEMALE,37.0,en,sem-brand,google,Web,Mac Desktop,Chrome,0,0,19,12,2142706.0,119039.22222222222
0hdag3o95q,facebook,FEMALE,38.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,22,14,536851.0,24402.31818181818
u5mxvi7h3q,facebook,MALE,42.0,en,sem-brand,google,Web,Windows Desktop,Firefox,1,0,32,10,445948.0,14385.41935483871
stvxhkivpg,basic,FEMALE,45.0,en,direct,direct,Web,Windows Desktop,IE,0,0,270,38,4975362.0,18495.769516728626
u5liugnom0,basic,FEMALE,36.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,9,7,269135.0,29903.88888888889
x33kpr8tga,basic,MALE,36.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,46,22,2563260.0,55723.04347826087
bjjtxfa4ml,facebook,MALE,26.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,33,14,1545775.0,44165.0
ruw7ajuzfs,facebook,MALE,31.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,0,0,2,2,85926.0,42963.0
dalkghq7hq,basic,FEMALE,32.0,en,direct,direct,Web,Windows Desktop,IE,1,0,25,16,633953.0,25358.12
xax7pcm7pu,facebook,MALE,45.0,es,content,google,Web,Windows Desktop,Chrome,0,0,5,4,25291.0,6322.75
81bp3z911i,basic,FEMALE,26.0,en,sem-non-brand,google,Web,iPad,Mobile Safari,1,0,197,44,8683481.0,43855.96464646464
ssai50ta55,facebook,FEMALE,33.0,en,sem-non-brand,bing,Web,Mac Desktop,Safari,1,0,85,20,2276092.0,25864.68181818182
nn2q1wlvkg,facebook,FEMALE,37.0,en,sem-brand,google,Web,Mac Desktop,Safari,1,0,83,23,1248404.0,15041.012048192772
2b56aqtatj,basic,MALE,38.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,169,39,3958360.0,23284.470588235297
yp8cmoln1o,facebook,MALE,49.0,en,sem-non-brand,google,Web,Windows Desktop,IE,1,0,33,10,1868989.0,58405.90625
u80w46gutb,facebook,MALE,30.0,en,api,other,iOS,Mac Desktop,Safari,0,1,2,2,313.0,313.0
ggpykby8pz,basic,MALE,29.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,23,13,168416.0,7322.434782608696
12yfv0ag3s,basic,FEMALE,38.0,en,other,other,Web,Windows Desktop,Chrome,0,0,22,13,1026631.0,48887.19047619047
lhxkt9ehcd,basic,MALE,34.0,en,direct,direct,Web,Windows Desktop,IE,1,0,10,9,153919.0,17102.11111111111
byk8r2xrmf,facebook,FEMALE,75.0,en,direct,direct,Web,iPhone,Mobile Safari,0,0,3,3,3414.0,1707.0
xrr42ll5zh,facebook,MALE,34.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,10,5,608254.0,67583.77777777778
opu7lmqinc,facebook,MALE,35.0,en,direct,direct,Web,Windows Desktop,Firefox,0,0,3,3,20953.0,10476.5
w5sl3btyis,facebook,FEMALE,24.0,en,remarketing,google,Web,Mac Desktop,Safari,1,0,10,8,883281.0,73606.75
1bnbiy92l2,basic,MALE,26.0,en,direct,direct,iOS,iPhone,-unknown-,0,1,2,2,968.0,968.0
1ujo4yctwm,facebook,FEMALE,41.0,en,sem-brand,google,Web,Windows Desktop,Firefox,1,0,55,10,346272.0,6412.444444444444
f100o9injm,facebook,FEMALE,22.0,en,direct,direct,Web,iPad,Mobile Safari,0,0,7,6,242266.0,40377.666666666664
5l1waszw8m,basic,MALE,32.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,77,21,1158383.0,15043.935064935064
7jlh8y96b9,basic,FEMALE,41.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,439,16,5114116.0,11676.06392694064
i7ckd5wx7g,facebook,MALE,34.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,91,16,2458322.0,27314.68888888889
gne7jyo5fp,basic,FEMALE,34.0,en,sem-brand,google,Web,Windows Desktop,Chrome,0,0,7,6,318016.0,53002.666666666664
hlchdliv78,basic,MALE,49.0,en,sem-brand,google,Web,Mac Desktop,Safari,0,0,52,10,305384.0,5872.7692307692305
spw6f01b2i,facebook,MALE,24.0,en,api,other,Android,Other/Unknown,-unknown-,0,0,65,14,1835909.0,28686.078125
a8wj6cpg8a,facebook,MALE,33.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,5,5,43725.0,10931.25
fk16f3hciz,facebook,FEMALE,26.0,en,seo,facebook,Web,Mac Desktop,Safari,0,0,5,3,8633.0,2158.25
61ungp6bei,basic,MALE,25.0,en,seo,google,Web,Mac Desktop,Chrome,0,0,25,7,133613.0,5344.52
f1tw1lgx8a,basic,MALE,52.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,17,13,409034.0,24060.82352941177
tmu1wuipk5,facebook,FEMALE,32.0,en,direct,direct,Web,Mac Desktop,Firefox,1,0,208,23,2861461.0,13691.2009569378
x3e891e6mn,basic,FEMALE,31.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,15,9,2012564.0,143754.57142857142
5vo16i7pxx,facebook,FEMALE,43.0,en,sem-brand,google,Web,iPad,Mobile Safari,1,0,407,20,8263436.0,20353.290640394087
low8j73uge,basic,FEMALE,32.0,en,remarketing,google,Web,Mac Desktop,Chrome,1,0,69,24,1629680.0,23965.882352941175
8v8go3kx7n,facebook,MALE,34.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,11,9,25567.0,2556.7
xecxkk0z5l,basic,MALE,33.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,3,3,280716.0,140358.0
oc4h0wsdmw,basic,MALE,57.0,en,sem-brand,google,Web,iPad,Mobile Safari,0,0,51,20,1765866.0,34624.82352941176
y35s3ostlt,facebook,MALE,28.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,44,10,2121743.0,49342.86046511628
tpf2hp2fvn,facebook,MALE,25.0,en,sem-brand,google,Web,Mac Desktop,Firefox,0,0,77,27,1573705.0,20706.644736842107
hooni06npo,basic,MALE,70.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,401,28,8919205.0,22077.2400990099
ifh1mx0fu8,basic,MALE,57.0,en,direct,direct,Web,Windows Desktop,Chrome,0,0,9,9,653563.0,81695.375
pt2fhwmhhf,facebook,FEMALE,23.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,7,5,15316.0,2552.6666666666665
dhdq37yk7x,basic,MALE,33.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,58,28,1035561.0,17854.5
5tl9x8l4n8,facebook,FEMALE,51.0,en,direct,direct,Web,Windows Desktop,IE,0,0,8,6,1386515.0,198073.57142857145
83nn4hkb36,basic,FEMALE,30.0,en,other,padmapper,Web,Mac Desktop,Safari,1,0,75,13,590476.0,7979.405405405405
n4a6ggt10x,facebook,MALE,48.0,en,api,other,iOS,iPhone,-unknown-,0,1,2,2,439.0,439.0
vvlu1er22w,basic,FEMALE,29.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,1,1,1170.0,1170.0
yq3wo3ecd0,basic,FEMALE,37.0,en,direct,direct,Web,Mac Desktop,Firefox,0,0,84,10,3427122.0,41290.6265060241
h49z18sxo1,basic,MALE,23.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,367,21,2851163.0,7643.868632707775
6c1egla415,facebook,MALE,22.0,en,api,other,iOS,iPhone,Chrome Mobile,0,1,2,2,159.0,159.0
drgmf5lazj,facebook,FEMALE,47.0,en,direct,direct,Web,iPad,Mobile Safari,0,0,44,13,1122873.0,26113.325581395347
32u9sak9b9,facebook,MALE,24.0,en,direct,direct,Web,Mac Desktop,Chrome,1,0,35,13,436727.0,12477.914285714283
pssb4g7ubo,facebook,FEMALE,27.0,en,api,other,Android,Other/Unknown,-unknown-,1,0,52,10,338554.0,6638.313725490196
pdlolh0h2b,basic,MALE,72.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,257,33,12839061.0,49763.8023255814
k6rd0d9ctb,facebook,FEMALE,25.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,23,13,688498.0,29934.695652173912
jgmt0qwmr1,basic,FEMALE,27.0,en,other,other,Web,Windows Desktop,Firefox,1,0,27,12,351371.0,13013.74074074074
hwt2l6zk9c,facebook,FEMALE,26.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,162,14,1798174.0,11168.782608695652
m7sko7r6px,facebook,MALE,28.0,en,sem-non-brand,google,Web,Mac Desktop,Chrome,1,0,3,3,1994.0,997.0
33mqdyjhio,facebook,FEMALE,37.0,en,api,other,iOS,Other/Unknown,-unknown-,0,1,2,2,237.0,237.0
315q8fge51,facebook,MALE,35.0,en,sem-non-brand,google,Web,Windows Desktop,Chrome,0,0,83,39,3613418.0,43016.880952380954
1mizkmpqrc,facebook,FEMALE,27.0,en,seo,google,Web,Windows Desktop,Chrome,0,0,27,10,831343.0,31974.73076923077
4rfe6rasu2,facebook,FEMALE,48.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,6,5,28318.0,4719.666666666667
vpv4a5ac86,facebook,FEMALE,25.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,14,9,159292.0,12253.23076923077
fjvivd95go,facebook,MALE,37.0,en,content,google,Web,Mac Desktop,Safari,0,0,3,3,48131.0,24065.5
7je5bvdhr1,basic,FEMALE,44.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,115,18,2219458.0,19133.258620689656
rrl9pmnevc,facebook,MALE,42.0,en,api,other,iOS,iPhone,Mobile Safari,1,1,2,2,336.0,336.0
3sniwsvuv5,basic,FEMALE,25.0,en,direct,direct,Web,Mac Desktop,Safari,0,0,167,21,4355363.0,25619.782352941176
6cbh7o2sg8,facebook,FEMALE,54.0,en,seo,facebook,Web,Windows Desktop,Chrome,0,0,8,8,466314.0,58289.25
8lc89wplyg,facebook,MALE,31.0,en,seo,facebook,Web,Mac Desktop,Chrome,0,0,6,5,2980.0,596.0
lycwffwhhp,basic,MALE,35.0,en,seo,google,Web,Mac Desktop,Chrome,1,0,157,22,2376137.0,15231.647435897436
1zzm8m2v1g,facebook,FEMALE,31.0,en,api,other,iOS,Mac Desktop,Safari,1,1,2,2,215.0,215.0
4wsakg30yg,facebook,MALE,30.0,en,direct,direct,Web,Mac Desktop,Chrome,0,0,2,2,2989.0,2989.0
acsgf4s0zo,basic,MALE,34.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,22,14,665315.0,31681.666666666668
62axa5tckx,basic,FEMALE,48.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,114,45,4950051.0,42672.85344827586
x9iyxf9trw,facebook,MALE,28.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,35,22,1177795.0,34641.029411764706
pa9iaro4uu,facebook,MALE,42.0,en,sem-brand,google,Web,iPad,Mobile Safari,1,0,76,11,339929.0,4414.662337662337
kkbohe9eyu,basic,FEMALE,28.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,20,12,590738.0,29536.9
5wf5t2m04p,basic,FEMALE,56.0,en,direct,direct,Web,Windows Desktop,Firefox,1,0,749,41,15353511.0,20416.902925531915
b2ttcmjq51,basic,FEMALE,30.0,en,sem-non-brand,other,Web,Mac Desktop,Firefox,0,0,50,22,809061.0,16181.22
5p8pbinin7,basic,FEMALE,37.0,en,direct,direct,Web,Mac Desktop,Firefox,0,0,2,2,26240.0,26240.0
6h7jho8mg6,facebook,FEMALE,22.0,en,sem-non-brand,google,Web,Mac Desktop,Safari,1,0,282,12,1410450.0,5019.395017793594
qz7bchzco2,facebook,FEMALE,22.0,en,api,other,iOS,iPhone,-unknown-,0,1,2,2,133.0,133.0
ub6hanpa2y,basic,FEMALE,26.0,en,direct,direct,Web,Mac Desktop,Safari,1,0,128,15,2167564.0,16934.09375
6z5m4psm5q,facebook,MALE,36.0,en,direct,direct,Web,Windows Desktop,Chrome,1,0,49,10,507887.0,10580.979166666666
flpfqulgnq,facebook,FEMALE,37.0,en,direct,direct,Web,iPad,Mobile Safari,1,0,3,3,2897.0,1448.5
